               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,                   0,            0.011473,                   0,           0.0033478,            0.066056,           0.0017634,          0.00038084,             0.12172,            0.066023,            0.029246,             0.00062,             0.00062,             0.09442
                   1,                   0,           0.0038627,                   0,           0.0055139,            0.043835,           0.0024895,          0.00052353,             0.12324,            0.066871,            0.029372,           0.0012255,           0.0012255,            0.088726
                   2,                   0,           0.0020724,                   0,           0.0051947,            0.070099,           0.0029473,          0.00064443,             0.12349,            0.070339,            0.029563,           0.0017364,           0.0017364,            0.082936
                   3,                   0,           0.0013254,                   0,           0.0063084,            0.023333,           0.0033727,          0.00070543,              0.1234,            0.073432,            0.029412,           0.0020961,           0.0020961,            0.076996
                   4,                   0,          0.00093978,                   0,            0.006847,           0.0085145,           0.0035652,          0.00066857,             0.12343,            0.075834,            0.029417,           0.0022721,           0.0022721,            0.070872
