               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,                   0,            0.010987,                   0,           0.0010068,            0.029832,          0.00051179,          0.00010755,             0.11508,            0.026269,            0.040794,             0.00069,             0.00069,             0.09379
                   1,                   0,            0.003368,                   0,           0.0014916,            0.086264,          0.00083866,          0.00018904,             0.11612,            0.025665,            0.040183,           0.0013889,           0.0013889,            0.087489
                   2,                   0,             0.00174,                   0,           0.0018234,            0.021051,          0.00094525,          0.00024588,             0.11703,            0.026042,            0.040082,           0.0020834,           0.0020834,            0.081183
                   3,                   0,            0.001065,                   0,           0.0020871,           0.0059107,           0.0010623,          0.00028491,              0.1172,            0.026957,            0.040079,           0.0027702,           0.0027702,             0.07487
                   4,                   0,          0.00071776,                   0,           0.0020091,          0.00085281,           0.0010073,          0.00017463,             0.11716,            0.027913,            0.040063,           0.0034461,           0.0034461,            0.068546
                   5,                   0,          0.00051706,                   0,                   0,                   0,                   0,                   0,             0.11691,            0.028988,            0.040063,            0.004108,            0.004108,            0.062208
                   6,                   0,          0.00037926,                   0,                   0,                   0,                   0,                   0,             0.11665,            0.030035,             0.04009,           0.0047526,           0.0047526,            0.055853
                   7,                   0,          0.00028723,                   0,                   0,                   0,                   0,                   0,             0.11646,            0.030981,             0.04012,           0.0053772,           0.0053772,            0.049477
                   8,                   0,          0.00022286,                   0,                   0,                   0,                   0,                   0,             0.11629,            0.031892,            0.040122,           0.0059788,           0.0059788,            0.043079
                   9,                   0,           0.0001762,                   0,                   0,                   0,                   0,                   0,             0.11625,            0.032641,            0.040087,           0.0065547,           0.0065547,            0.036655
                  10,                   0,          0.00014134,                   0,                   0,                   0,                   0,                   0,             0.11615,            0.033442,            0.040083,           0.0071025,           0.0071025,            0.030203
                  11,                   0,          0.00011469,                   0,                   0,                   0,                   0,                   0,             0.11603,            0.034185,            0.040037,           0.0076198,           0.0076198,             0.02372
                  12,                   0,          9.3811e-05,                   0,                   0,                   0,                   0,                   0,             0.11584,            0.034987,            0.040025,           0.0081045,           0.0081045,            0.017205
                  13,                   0,          7.7413e-05,                   0,                   0,                   0,                   0,                   0,             0.11538,            0.035939,            0.040038,           0.0085547,           0.0085547,            0.010655
