               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  11,            0.074269,            0.074355,            0.012551,           0.0039748,             0.14813,           0.0019527,          0.00040105,            0.093907,             0.14308,            0.056268,           0.0053797,           0.0053797,             0.05028
                  12,            0.093382,            0.073834,           0.0060815,            0.011969,             0.15733,           0.0070117,           0.0023056,            0.095628,            0.075867,            0.046311,           0.0058023,           0.0058023,            0.046102
                  13,            0.068481,            0.062143,            0.015767,             0.52529,            0.047945,            0.010858,           0.0021962,            0.090359,            0.038882,            0.031342,           0.0062185,           0.0062185,            0.041918
                  14,            0.064018,             0.07063,            0.014933,              0.5126,            0.039726,           0.0061948,           0.0010962,            0.094775,             0.13005,             0.07618,           0.0066277,           0.0066277,            0.037728
                  15,            0.072989,            0.068024,           0.0073717,            0.026557,            0.034635,           0.0039248,          0.00080256,            0.099471,            0.071749,            0.038577,           0.0070296,           0.0070296,             0.03353
                  16,             0.10066,             0.07864,            0.010761,             0.50381,            0.010417,           0.0023478,          0.00051152,            0.098343,             0.26195,            0.071593,           0.0074236,           0.0074236,            0.029324
                  17,            0.070441,             0.05583,           0.0059868,            0.018274,            0.078752,           0.0058225,           0.0011774,            0.095012,            0.063716,            0.039645,           0.0078093,           0.0078093,            0.025109
                  18,             0.10348,            0.070079,            0.012619,           0.0066004,           0.0073059,          0.00092282,          0.00016626,             0.10051,             0.95286,             0.17411,           0.0081864,           0.0081864,            0.020886
                  19,             0.11001,            0.069395,           0.0043438,             0.51002,             0.03379,           0.0038859,          0.00073965,            0.094176,            0.093599,            0.094232,           0.0085543,           0.0085543,            0.016654
                  20,            0.057717,            0.044432,            0.012209,            0.026809,            0.033333,           0.0076123,           0.0019595,            0.093538,             0.03564,            0.038239,           0.0089128,           0.0089128,            0.012413
                  21,            0.066773,            0.072238,            0.015884,             0.50472,             0.01888,            0.001824,          0.00033001,             0.10023,             0.25896,            0.057859,           0.0091606,           0.0091606,           0.0091606
                  22,            0.078305,            0.070435,           0.0056816,            0.019767,             0.12417,           0.0065567,           0.0016077,            0.093202,            0.034571,            0.037391,           0.0091606,           0.0091606,           0.0091606
                  23,             0.05968,            0.046542,           0.0061894,            0.022796,            0.056378,           0.0057294,           0.0012724,            0.094892,            0.037429,            0.035641,           0.0090821,           0.0090821,           0.0090821
                  24,            0.067259,            0.057828,           0.0074547,            0.023609,            0.072794,           0.0047809,          0.00082453,            0.098484,            0.071505,             0.04202,           0.0090004,           0.0090004,           0.0090004
                  25,            0.063065,            0.054933,           0.0053299,            0.023974,            0.045106,           0.0057405,           0.0012648,            0.095295,            0.033864,            0.037875,           0.0089159,           0.0089159,           0.0089159
                  26,             0.04758,            0.044147,            0.018076,            0.031735,            0.061287,           0.0092609,           0.0018323,            0.091569,            0.039144,            0.026737,           0.0088284,           0.0088284,           0.0088284
                  27,              0.0485,            0.050885,            0.018796,            0.021094,            0.034423,           0.0038897,          0.00069375,            0.099187,            0.049125,            0.021333,           0.0087382,           0.0087382,           0.0087382
                  28,              0.0551,             0.05425,            0.011416,            0.041201,            0.052566,            0.012377,           0.0023352,            0.092944,            0.035556,            0.016929,           0.0086452,           0.0086452,           0.0086452
                  29,            0.048906,            0.046218,           0.0076618,            0.079163,            0.051987,            0.011343,           0.0021738,            0.094271,            0.047513,             0.02458,           0.0085497,           0.0085497,           0.0085497
                  30,             0.07218,            0.051623,           0.0080666,             0.50616,            0.014155,           0.0023029,          0.00044229,            0.097816,             0.15475,            0.080512,           0.0084516,           0.0084516,           0.0084516
                  31,            0.070042,            0.054614,           0.0069643,             0.52032,            0.044292,           0.0060569,           0.0011477,            0.093882,            0.047865,             0.06908,           0.0083511,           0.0083511,           0.0083511
                  32,            0.049516,            0.038872,           0.0059219,             0.51749,            0.027854,            0.006768,            0.001508,            0.098591,            0.035152,            0.063407,           0.0082483,           0.0082483,           0.0082483
                  33,             0.04397,            0.041717,            0.010857,            0.016897,            0.053479,           0.0043578,          0.00077183,            0.095577,            0.047505,            0.044439,           0.0081433,           0.0081433,           0.0081433
                  34,            0.072296,            0.052133,            0.015678,            0.015368,            0.096562,           0.0038912,          0.00067588,            0.098085,            0.053064,            0.063028,           0.0080362,           0.0080362,           0.0080362
                  35,            0.051534,            0.045745,           0.0026687,            0.019977,            0.051219,           0.0060172,           0.0014029,            0.096156,            0.038744,            0.035502,            0.007927,            0.007927,            0.007927
                  36,            0.047329,            0.042593,           0.0055045,            0.030748,            0.043144,           0.0098645,           0.0020792,            0.094626,            0.042175,            0.031508,            0.007816,            0.007816,            0.007816
                  37,            0.056892,            0.040564,           0.0044842,            0.012388,            0.047118,           0.0070186,            0.001747,            0.095643,            0.039434,            0.028566,           0.0077031,           0.0077031,           0.0077031
                  38,            0.044157,            0.035782,           0.0045082,            0.022027,            0.044125,           0.0086534,           0.0017876,            0.093535,            0.040652,            0.031274,           0.0075886,           0.0075886,           0.0075886
                  39,            0.062978,             0.03976,           0.0039186,            0.026626,            0.034502,           0.0066142,           0.0015001,            0.096178,            0.046417,             0.03352,           0.0074725,           0.0074725,           0.0074725
                  40,            0.067017,            0.041541,           0.0036223,            0.025795,            0.043199,           0.0055472,           0.0012519,            0.096617,            0.042039,            0.035383,            0.007355,            0.007355,            0.007355
                  41,             0.06771,            0.038412,           0.0033634,            0.031473,            0.025024,            0.007936,           0.0019727,            0.097233,            0.041041,             0.02986,           0.0072361,           0.0072361,           0.0072361
                  42,            0.041773,            0.033439,           0.0094496,            0.028419,            0.047263,            0.010532,           0.0026777,            0.092218,            0.041989,            0.029336,            0.007116,            0.007116,            0.007116
                  43,            0.061022,            0.039039,             0.01354,            0.031799,            0.049501,            0.010078,           0.0022296,            0.095284,            0.041924,             0.02132,           0.0069948,           0.0069948,           0.0069948
                  44,            0.066875,            0.043225,            0.013964,            0.023567,             0.08023,           0.0066043,           0.0014116,            0.095644,            0.039459,             0.04581,           0.0068726,           0.0068726,           0.0068726
                  45,            0.071848,            0.040279,           0.0043165,            0.017085,            0.084059,           0.0067346,           0.0014621,            0.095688,            0.040835,            0.044915,           0.0067495,           0.0067495,           0.0067495
                  46,            0.079853,            0.037352,           0.0052107,             0.01707,            0.026272,           0.0049862,           0.0010698,            0.096548,             0.04277,              0.0346,           0.0066257,           0.0066257,           0.0066257
                  47,            0.074072,            0.035436,            0.010841,            0.015219,            0.044447,           0.0044616,          0.00090149,            0.097145,            0.045714,            0.028479,           0.0065013,           0.0065013,           0.0065013
                  48,            0.082112,            0.042107,           0.0096765,            0.010286,               0.113,           0.0040994,          0.00091065,            0.097855,             0.06548,            0.084578,           0.0063764,           0.0063764,           0.0063764
                  49,            0.081219,            0.040615,           0.0011446,             0.02187,            0.084178,            0.007782,           0.0017203,            0.094639,            0.045505,             0.05436,           0.0062512,           0.0062512,           0.0062512
                  50,            0.079785,            0.036925,           0.0011691,            0.021366,            0.060673,           0.0083739,           0.0019191,            0.096025,             0.04046,            0.042635,           0.0061256,           0.0061256,           0.0061256
                  51,            0.083921,            0.035375,           0.0011865,            0.017315,            0.059637,           0.0085161,           0.0020126,            0.097694,            0.042479,            0.041542,               0.006,               0.006,               0.006
                  52,            0.084683,            0.034143,           0.0011616,            0.018192,            0.060225,             0.01152,           0.0026405,            0.096437,            0.044158,            0.041002,           0.0058744,           0.0058744,           0.0058744
