               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.13023,           0.0060173,          6.5985e-05,                   0,                   0,                   0,                   0,             0.15998,           0.0061747,           6.678e-05,               3e-05,               3e-05,             0.09973
                   1,             0.12844,           0.0043137,           4.921e-05,                   0,                   0,                   0,                   0,             0.15806,           0.0045724,          6.4533e-05,          6.9779e-05,          6.9779e-05,             0.09937
                   2,             0.12705,            0.003328,          4.5149e-05,                   0,                   0,                   0,                   0,              0.1571,           0.0036886,          6.2042e-05,          0.00010862,          0.00010862,            0.099009
                   3,             0.12603,           0.0027561,          4.3208e-05,                   0,                   0,                   0,                   0,             0.15643,           0.0031333,          6.0767e-05,          0.00014579,          0.00014579,            0.098646
                   4,             0.12534,           0.0023659,          4.2221e-05,                   0,                   0,                   0,                   0,             0.15592,            0.002718,          6.0752e-05,           0.0001806,           0.0001806,            0.098281
                   5,             0.12485,           0.0020649,          4.1777e-05,                   0,                   0,                   0,                   0,              0.1555,           0.0023845,          6.1446e-05,          0.00021243,          0.00021243,            0.097912
                   6,             0.12449,           0.0018184,           4.158e-05,                   0,                   0,                   0,                   0,             0.15514,           0.0021088,          6.2424e-05,          0.00024073,          0.00024073,            0.097541
                   7,              0.1242,           0.0016138,          4.1536e-05,                   0,                   0,                   0,                   0,             0.15484,           0.0018772,          6.3482e-05,          0.00026504,          0.00026504,            0.097165
                   8,             0.12397,           0.0014377,          4.1589e-05,                   0,                   0,                   0,                   0,              0.1546,            0.001678,          6.4822e-05,          0.00028502,          0.00028502,            0.096785
                   9,             0.12378,            0.001289,          4.1746e-05,                   0,                   0,                   0,                   0,             0.15439,           0.0015069,           6.631e-05,          0.00030042,          0.00030042,              0.0964
                  10,             0.12362,           0.0011591,          4.1997e-05,                   0,                   0,                   0,                   0,             0.15421,           0.0013585,           6.786e-05,          0.00031115,          0.00031115,            0.096011
                  11,             0.12348,           0.0010496,          4.2287e-05,                   0,                   0,                   0,                   0,             0.15406,           0.0012345,          6.9295e-05,          0.00031723,          0.00031723,            0.095617
                  12,             0.12336,          0.00095542,          4.2606e-05,                   0,                   0,                   0,                   0,             0.15392,           0.0011287,          7.0845e-05,          0.00031881,          0.00031881,            0.095219
                  13,             0.12326,          0.00087618,          4.2934e-05,                   0,                   0,                   0,                   0,              0.1538,           0.0010396,          7.2334e-05,          0.00031619,          0.00031619,            0.094816
                  14,             0.12316,          0.00080942,          4.3276e-05,                   0,                   0,                   0,                   0,              0.1537,          0.00096512,          7.3887e-05,          0.00030978,          0.00030978,             0.09441
                  15,             0.12308,          0.00075406,          4.3616e-05,                   0,                   0,                   0,                   0,             0.15361,          0.00090333,          7.5251e-05,          0.00030013,          0.00030013,               0.094
                  16,               0.123,           0.0007071,          4.3943e-05,                   0,                   0,                   0,                   0,             0.15353,          0.00085158,          7.6647e-05,          0.00028789,          0.00028789,            0.093588
                  17,             0.12294,          0.00066863,          4.4261e-05,                   0,                   0,                   0,                   0,             0.15345,          0.00080831,          7.7804e-05,          0.00027383,          0.00027383,            0.093174
                  18,             0.12288,           0.0006365,          4.4555e-05,                   0,                   0,                   0,                   0,             0.15338,          0.00077285,          7.8768e-05,          0.00025877,          0.00025877,            0.092759
                  19,             0.12282,          0.00061105,          4.4807e-05,                   0,                   0,                   0,                   0,             0.15333,          0.00074474,          7.9809e-05,          0.00024365,          0.00024365,            0.092344
                  20,             0.12277,          0.00059061,          4.5043e-05,                   0,                   0,                   0,                   0,             0.15327,          0.00072054,           8.057e-05,          0.00022941,          0.00022941,            0.091929
                  21,             0.12273,           0.0005737,          4.5214e-05,                   0,                   0,                   0,                   0,             0.15321,          0.00070056,          8.1137e-05,          0.00021705,          0.00021705,            0.091517
                  22,             0.12268,          0.00055883,          4.5358e-05,                   0,                   0,                   0,                   0,             0.15317,          0.00068201,          8.1853e-05,          0.00020756,          0.00020756,            0.091108
                  23,             0.12264,          0.00054519,          4.5494e-05,                   0,                   0,                   0,                   0,             0.15312,           0.0006701,          8.1688e-05,          0.00020194,          0.00020194,            0.090702
                  24,             0.12261,          0.00055032,          4.5551e-05,                   0,                   0,                   0,                   0,              0.1531,          0.00066809,          8.2699e-05,          0.00020112,          0.00020112,            0.090301
